	Mpolymorpha_320_v3.1.protein.primary	Niben101_annotation.proteins
OG0005820	Mapoly0090s0059.1.p	Niben101Scf01849g03012.1
OG0005821	Mapoly0090s0015.1.p	Niben101Scf04455g04017.1
OG0005822	Mapoly0090s0077.1.p	Niben101Scf03488g09017.1
OG0005823	Mapoly0090s0083.1.p	Niben101Scf06180g00008.1
OG0005824	Mapoly0090s0081.1.p	Niben101Scf02819g03010.1
OG0005825	Mapoly0090s0026.1.p	Niben101Scf02474g03003.1
OG0005826	Mapoly0090s0088.1.p	Niben101Scf06218g05003.1
OG0005827	Mapoly0090s0074.1.p	Niben101Scf02145g03007.1
OG0005828	Mapoly0143s0035.1.p	Niben101Scf00491g04004.1
OG0005829	Mapoly0143s0030.1.p	Niben101Scf08597g01031.1
OG0005830	Mapoly0143s0027.1.p	Niben101Scf01500g00003.1
OG0005831	Mapoly0089s0037.1.p	Niben101Scf03705g02015.1
OG0005832	Mapoly0089s0028.1.p	Niben101Scf32679g00004.1
OG0005833	Mapoly0089s0014.1.p	Niben101Scf01191g01006.1
OG0005834	Mapoly0089s0013.1.p	Niben101Scf04852g00005.1
OG0005835	Mapoly0089s0049.1.p	Niben101Scf02634g00007.1
OG0005836	Mapoly0029s0087.1.p	Niben101Scf01077g02010.1
OG0005837	Mapoly0029s0100.1.p	Niben101Scf02122g01006.1
OG0005838	Mapoly0029s0053.1.p	Niben101Scf07353g00003.1
OG0005839	Mapoly0029s0150.1.p	Niben101Scf00961g02009.1
OG0005840	Mapoly0029s0098.1.p	Niben101Scf10169g03009.1
OG0005841	Mapoly0029s0025.1.p	Niben101Scf02426g02026.1
OG0005842	Mapoly0029s0077.1.p	Niben101Scf04754g01001.1
OG0005843	Mapoly0029s0003.1.p	Niben101Scf04119g03007.1
OG0005844	Mapoly0029s0125.1.p	Niben101Scf04174g05001.1
OG0005845	Mapoly0029s0012.1.p	Niben101Scf01418g03019.1
OG0005846	Mapoly0029s0082.1.p	Niben101Scf00953g06001.1
OG0005847	Mapoly0029s0043.1.p	Niben101Scf06529g06023.1
OG0005848	Mapoly0029s0132.1.p	Niben101Scf00878g03001.1
OG0005849	Mapoly0029s0153.1.p	Niben101Scf10418g00004.1
OG0005850	Mapoly0029s0061.1.p	Niben101Scf02911g05006.1
OG0005851	Mapoly0029s0048.1.p	Niben101Scf17542g00013.1
OG0005852	Mapoly0029s0011.1.p	Niben101Scf06650g05012.1
OG0005853	Mapoly0029s0033.1.p	Niben101Scf03167g02024.1
OG0005854	Mapoly0029s0123.1.p	Niben101Scf02369g02001.1
OG0005855	Mapoly0029s0126.1.p	Niben101Scf00218g00007.1
OG0005856	Mapoly0029s0152.1.p	Niben101Scf11886g03034.1
OG0005857	Mapoly0122s0062.1.p	Niben101Scf10626g00007.1
OG0005858	Mapoly0122s0034.1.p	Niben101Scf02756g00005.1
OG0005859	Mapoly0122s0006.1.p	Niben101Scf03427g01002.1
OG0005860	Mapoly0122s0018.1.p	Niben101Scf01959g07012.1
OG0005861	Mapoly0122s0053.1.p	Niben101Scf07722g01003.1
OG0005862	Mapoly0122s0019.1.p	Niben101Scf09401g00008.1
OG0005863	Mapoly0122s0045.1.p	Niben101Scf02292g00008.1
OG0005864	Mapoly0122s0057.1.p	Niben101Scf06933g01002.1
OG0005865	Mapoly0122s0005.1.p	Niben101Scf00929g03009.1
OG0005866	Mapoly0053s0020.1.p	Niben101Scf01779g01002.1
OG0005867	Mapoly0053s0107.1.p	Niben101Scf03064g03017.1
OG0005868	Mapoly0053s0025.1.p	Niben101Scf05201g06019.1
OG0005869	Mapoly0053s0036.1.p	Niben101Scf05827g02002.1
OG0005870	Mapoly0053s0066.1.p	Niben101Scf31822g00001.1
OG0005871	Mapoly0053s0041.1.p	Niben101Scf00593g04019.1
OG0005872	Mapoly0053s0082.1.p	Niben101Scf04664g01003.1
OG0005873	Mapoly0053s0013.1.p	Niben101Scf02749g03007.1
OG0005874	Mapoly0053s0055.1.p	Niben101Scf01764g02020.1
OG0005875	Mapoly0053s0062.1.p	Niben101Scf02820g00001.1
OG0005876	Mapoly0053s0053.1.p	Niben101Scf03536g01016.1
OG0005877	Mapoly0053s0095.1.p	Niben101Scf07066g02011.1
OG0005878	Mapoly0053s0101.1.p	Niben101Scf01942g05029.1
OG0005879	Mapoly0053s0009.1.p	Niben101Scf03794g01004.1
OG0005880	Mapoly0045s0011.1.p	Niben101Scf03306g01010.1
OG0005881	Mapoly0045s0142.1.p	Niben101Scf10910g01019.1
OG0005882	Mapoly0045s0064.1.p	Niben101Scf05369g01009.1
OG0005883	Mapoly0045s0102.1.p	Niben101Scf08588g00016.1
OG0005884	Mapoly0045s0077.1.p	Niben101Scf03714g05027.1
OG0005885	Mapoly0045s0080.1.p	Niben101Scf00149g06013.1
OG0005886	Mapoly0045s0045.1.p	Niben101Scf03114g01002.1
OG0005887	Mapoly0045s0113.1.p	Niben101Scf03817g11007.1
OG0005888	Mapoly0045s0097.1.p	Niben101Scf05954g03005.1
OG0005889	Mapoly0045s0047.1.p	Niben101Scf03009g00001.1
OG0005890	Mapoly0045s0076.1.p	Niben101Scf01650g00015.1
OG0005891	Mapoly0045s0031.1.p	Niben101Scf02995g00002.1
OG0005892	Mapoly0014s0065.1.p	Niben101Scf05618g03009.1
OG0005893	Mapoly0014s0106.1.p	Niben101Scf02864g09008.1
OG0005894	Mapoly0014s0160.1.p	Niben101Scf00039g01013.1
OG0005895	Mapoly0014s0134.1.p	Niben101Scf11689g01011.1
OG0005896	Mapoly0014s0219.1.p	Niben101Scf06525g00025.1
OG0005897	Mapoly0014s0173.1.p	Niben101Scf08566g07003.1
OG0005898	Mapoly0014s0093.1.p	Niben101Scf03628g14021.1
OG0005899	Mapoly0014s0136.1.p	Niben101Scf39332g00017.1
OG0005900	Mapoly0014s0187.1.p	Niben101Scf00159g00005.1
OG0005901	Mapoly0014s0113.1.p	Niben101Scf00321g03014.1
OG0005902	Mapoly0014s0127.1.p	Niben101Scf00311g03010.1
OG0005903	Mapoly0014s0022.1.p	Niben101Scf13411g04014.1
OG0005904	Mapoly0014s0091.1.p	Niben101Scf04741g04004.1
OG0005905	Mapoly0014s0035.1.p	Niben101Scf05588g08004.1
OG0005906	Mapoly0014s0216.1.p	Niben101Scf01052g06004.1
OG0005907	Mapoly0014s0002.1.p	Niben101Scf01435g00001.1
OG0005908	Mapoly0014s0074.1.p	Niben101Scf07035g08003.1
OG0005909	Mapoly0014s0203.1.p	Niben101Scf19230g01011.1
OG0005910	Mapoly0014s0071.1.p	Niben101Scf05449g03006.1
OG0005911	Mapoly0014s0086.1.p	Niben101Scf04742g00004.1
OG0005912	Mapoly0014s0096.1.p	Niben101Scf00799g04010.1
OG0005913	Mapoly0014s0141.1.p	Niben101Scf11657g01001.1
OG0005914	Mapoly0014s0103.1.p	Niben101Scf04563g01011.1
OG0005915	Mapoly0014s0067.1.p	Niben101Scf02513g11001.1
OG0005916	Mapoly0014s0046.1.p	Niben101Scf01350g04014.1
OG0005917	Mapoly0014s0152.1.p	Niben101Scf04719g00002.1
OG0005918	Mapoly0014s0026.1.p	Niben101Scf02994g04010.1
OG0005919	Mapoly0014s0161.1.p	Niben101Scf03914g00001.1
OG0005920	Mapoly0014s0217.1.p	Niben101Scf02907g07010.1
OG0005921	Mapoly0014s0155.1.p	Niben101Scf05467g00010.1
OG0005922	Mapoly0014s0195.1.p	Niben101Scf00539g01011.1
OG0005923	Mapoly0014s0064.1.p	Niben101Scf02581g05011.1
OG0005924	Mapoly0014s0211.1.p	Niben101Scf03712g01008.1
OG0005925	Mapoly0014s0159.1.p	Niben101Scf12159g00012.1
OG0005926	Mapoly0014s0186.1.p	Niben101Scf02438g02011.1
OG0005927	Mapoly0014s0214.1.p	Niben101Scf07981g00002.1
OG0005928	Mapoly0014s0122.1.p	Niben101Scf00135g00011.1
OG0005929	Mapoly0014s0213.1.p	Niben101Scf01376g02002.1
OG0005930	Mapoly0014s0147.1.p	Niben101Scf02487g02010.1
OG0005931	Mapoly0014s0027.1.p	Niben101Scf10436g00001.1
OG0005932	Mapoly0014s0189.1.p	Niben101Scf03854g02014.1
OG0005933	Mapoly0014s0124.1.p	Niben101Scf03340g02001.1
OG0005934	Mapoly0014s0058.1.p	Niben101Scf07383g12006.1
OG0005935	Mapoly0014s0119.1.p	Niben101Scf25141g00001.1
OG0005936	Mapoly0014s0040.1.p	Niben101Scf06291g01004.1
OG0005937	Mapoly0004s0121.1.p	Niben101Scf07459g00017.1
OG0005938	Mapoly0004s0256.1.p	Niben101Scf11362g01011.1
OG0005939	Mapoly0004s0286.1.p	Niben101Scf05374g01018.1
OG0005940	Mapoly0004s0244.1.p	Niben101Scf03969g02010.1
OG0005941	Mapoly0004s0128.1.p	Niben101Scf01356g00010.1
OG0005942	Mapoly0004s0135.1.p	Niben101Scf00339g07002.1
OG0005943	Mapoly0004s0009.1.p	Niben101Scf10007g00002.1
OG0005944	Mapoly0004s0153.1.p	Niben101Scf01189g00010.1
OG0005945	Mapoly0004s0005.1.p	Niben101Scf02455g00014.1
OG0005946	Mapoly0004s0129.1.p	Niben101Scf07463g01012.1
OG0005947	Mapoly0004s0293.1.p	Niben101Scf03253g00004.1
OG0005948	Mapoly0004s0114.1.p	Niben101Scf04109g03009.1
OG0005949	Mapoly0004s0175.1.p	Niben101Scf02730g00019.1
OG0005950	Mapoly0004s0238.1.p	Niben101Scf01582g03005.1
OG0005951	Mapoly0004s0285.1.p	Niben101Scf00144g00011.1
OG0005952	Mapoly0004s0125.1.p	Niben101Scf10753g01020.1
OG0005953	Mapoly0004s0158.1.p	Niben101Scf14634g01023.1
OG0005954	Mapoly0004s0235.1.p	Niben101Scf02211g03005.1
OG0005955	Mapoly0004s0049.1.p	Niben101Scf03651g05004.1
OG0005956	Mapoly0004s0070.1.p	Niben101Scf03888g00002.1
OG0005957	Mapoly0004s0265.1.p	Niben101Scf02831g01008.1
OG0005958	Mapoly0004s0057.1.p	Niben101Scf12132g00013.1
OG0005959	Mapoly0004s0172.1.p	Niben101Scf02830g02032.1
OG0005960	Mapoly0004s0137.1.p	Niben101Scf08519g00002.1
OG0005961	Mapoly0004s0109.1.p	Niben101Scf01181g00019.1
OG0005962	Mapoly0004s0186.1.p	Niben101Scf03175g01012.1
OG0005963	Mapoly0004s0169.1.p	Niben101Scf02752g05011.1
OG0005964	Mapoly0004s0288.1.p	Niben101Scf03493g00021.1
OG0005965	Mapoly0004s0214.1.p	Niben101Scf01764g00013.1
OG0005966	Mapoly0004s0282.1.p	Niben101Scf08755g03005.1
OG0005967	Mapoly0004s0296.1.p	Niben101Scf08635g00001.1
OG0005968	Mapoly0004s0033.1.p	Niben101Scf03035g05011.1
OG0005969	Mapoly0004s0122.1.p	Niben101Scf02531g02002.1
OG0005970	Mapoly0004s0050.1.p	Niben101Scf14939g01015.1
OG0005971	Mapoly0004s0142.1.p	Niben101Scf04300g02007.1
OG0005972	Mapoly0004s0207.1.p	Niben101Scf06491g00004.1
OG0005973	Mapoly0004s0062.1.p	Niben101Scf21544g00003.1
OG0005974	Mapoly0004s0248.1.p	Niben101Scf05250g02011.1
OG0005975	Mapoly0004s0021.1.p	Niben101Scf08446g02001.1
OG0005976	Mapoly0004s0156.1.p	Niben101Scf19315g00013.1
OG0005977	Mapoly0004s0111.1.p	Niben101Scf00095g05001.1
OG0005978	Mapoly0185s0021.1.p	Niben101Scf00328g04015.1
OG0005979	Mapoly0185s0019.1.p	Niben101Scf01380g03003.1
OG0005980	Mapoly0185s0006.1.p	Niben101Scf06499g00012.1
OG0005981	Mapoly0185s0020.1.p	Niben101Scf02252g01029.1
OG0005982	Mapoly0488s0001.1.p	Niben101Scf04473g01010.1
OG0005983	Mapoly0154s0015.1.p	Niben101Scf06149g00020.1
OG0005984	Mapoly0154s0035.1.p	Niben101Scf02914g01004.1
OG0005985	Mapoly0154s0046.1.p	Niben101Scf05438g03003.1
OG0005986	Mapoly0154s0043.1.p	Niben101Scf11084g02005.1
OG0005987	Mapoly0154s0013.1.p	Niben101Scf00496g00001.1
OG0005988	Mapoly0154s0047.1.p	Niben101Scf02221g01001.1
OG0005989	Mapoly0154s0034.1.p	Niben101Scf01434g01015.1
OG0005990	Mapoly0226s0009.1.p	Niben101Scf05755g01002.1
OG0005991	Mapoly0163s0019.1.p	Niben101Scf05319g04001.1
OG0005992	Mapoly0163s0011.1.p	Niben101Scf03282g07004.1
OG0005993	Mapoly0163s0012.1.p	Niben101Scf11408g01030.1
OG0005994	Mapoly0163s0010.1.p	Niben101Scf05135g05010.1
OG0005995	Mapoly0163s0013.1.p	Niben101Scf07162g04010.1
OG0005996	Mapoly0163s0018.1.p	Niben101Scf00262g05006.1
OG0005997	Mapoly0105s0022.1.p	Niben101Scf01269g05003.1
OG0005998	Mapoly0105s0029.1.p	Niben101Scf02280g04003.1
OG0005999	Mapoly0105s0042.1.p	Niben101Scf03011g01021.1
OG0006000	Mapoly0105s0003.1.p	Niben101Scf02522g01017.1
OG0006001	Mapoly0105s0038.1.p	Niben101Scf00837g00017.1
OG0006002	Mapoly0105s0016.1.p	Niben101Scf08680g01009.1
OG0006003	Mapoly0105s0021.1.p	Niben101Scf17044g01018.1
OG0006004	Mapoly0105s0035.1.p	Niben101Scf11825g00004.1
OG0006005	Mapoly0105s0052.1.p	Niben101Scf02024g02023.1
OG0006006	Mapoly0105s0012.1.p	Niben101Scf01587g01006.1
OG0006007	Mapoly0105s0045.1.p	Niben101Scf15538g00005.1
OG0006008	Mapoly0170s0030.1.p	Niben101Scf08298g03011.1
OG0006009	Mapoly0170s0033.1.p	Niben101Scf01812g02027.1
OG0006010	Mapoly0170s0019.1.p	Niben101Scf00288g06006.1
OG0006011	Mapoly0170s0032.1.p	Niben101Scf01625g01009.1
OG0006012	Mapoly0170s0020.1.p	Niben101Scf00110g00013.1
OG0006013	Mapoly0190s0010.1.p	Niben101Scf02156g03023.1
OG0006014	Mapoly0190s0006.1.p	Niben101Scf01688g02025.1
OG0006015	Mapoly0076s0014.1.p	Niben101Scf07183g00018.1
OG0006016	Mapoly0076s0099.1.p	Niben101Scf10974g01005.1
OG0006017	Mapoly0076s0031.1.p	Niben101Scf01374g01015.1
OG0006018	Mapoly0076s0008.1.p	Niben101Scf06216g01012.1
OG0006019	Mapoly0076s0066.1.p	Niben101Scf02030g01004.1
OG0006020	Mapoly0076s0092.1.p	Niben101Scf14436g00007.1
OG0006021	Mapoly0076s0060.1.p	Niben101Scf02362g01007.1
OG0006022	Mapoly0076s0025.1.p	Niben101Scf20596g00005.1
OG0006023	Mapoly0214s0003.1.p	Niben101Scf00546g08002.1
OG0006024	Mapoly0214s0005.1.p	Niben101Scf20614g00016.1
OG0006025	Mapoly0214s0015.1.p	Niben101Scf03822g00014.1
OG0006026	Mapoly0125s0043.1.p	Niben101Scf06957g00010.1
OG0006027	Mapoly0125s0045.1.p	Niben101Scf16244g01002.1
OG0006028	Mapoly0125s0024.1.p	Niben101Scf01856g00011.1
OG0006029	Mapoly0125s0032.1.p	Niben101Scf04500g03002.1
OG0006030	Mapoly0125s0046.1.p	Niben101Scf08609g00001.1
OG0006031	Mapoly0125s0005.1.p	Niben101Scf00712g15023.1
OG0006032	Mapoly0125s0006.1.p	Niben101Scf05146g00011.1
OG0006033	Mapoly0125s0012.1.p	Niben101Scf01374g10002.1
OG0006034	Mapoly0125s0029.1.p	Niben101Scf02153g00001.1
OG0006035	Mapoly0125s0040.1.p	Niben101Scf00058g00002.1
OG0006036	Mapoly1391s0001.1.p	Niben101Scf11232g01016.1
OG0006037	Mapoly0042s0122.1.p	Niben101Scf03114g07016.1
OG0006038	Mapoly0042s0007.1.p	Niben101Scf06541g00002.1
OG0006039	Mapoly0042s0051.1.p	Niben101Scf00471g03008.1
OG0006040	Mapoly0042s0060.1.p	Niben101Scf00761g07021.1
OG0006041	Mapoly0042s0011.1.p	Niben101Scf05080g01018.1
OG0006042	Mapoly0042s0037.1.p	Niben101Scf06157g01004.1
OG0006043	Mapoly0042s0072.1.p	Niben101Scf10448g00002.1
OG0006044	Mapoly0042s0035.1.p	Niben101Scf11738g00010.1
OG0006045	Mapoly0042s0068.1.p	Niben101Scf03979g05027.1
OG0006046	Mapoly0042s0010.1.p	Niben101Scf01701g12002.1
OG0006047	Mapoly0042s0024.1.p	Niben101Scf01339g05012.1
OG0006048	Mapoly0042s0050.1.p	Niben101Scf08430g00008.1
OG0006049	Mapoly0042s0045.1.p	Niben101Scf02869g17006.1
OG0006050	Mapoly0042s0022.1.p	Niben101Scf02264g05016.1
OG0006051	Mapoly0042s0063.1.p	Niben101Scf04437g01001.1
OG0006052	Mapoly0042s0039.1.p	Niben101Scf00236g01007.1
OG0006053	Mapoly0042s0065.1.p	Niben101Scf00850g01029.1
OG0006054	Mapoly0042s0036.1.p	Niben101Scf02319g00002.1
OG0006055	Mapoly0062s0003.1.p	Niben101Scf01002g13002.1
OG0006056	Mapoly0062s0067.1.p	Niben101Scf05062g02001.1
OG0006057	Mapoly0062s0042.1.p	Niben101Scf02240g06021.1
OG0006058	Mapoly0062s0041.1.p	Niben101Scf08723g02015.1
OG0006059	Mapoly0062s0086.1.p	Niben101Scf07442g00008.1
OG0006060	Mapoly0062s0043.1.p	Niben101Scf12797g00005.1
OG0006061	Mapoly0062s0037.1.p	Niben101Scf07214g00010.1
OG0006062	Mapoly0062s0007.1.p	Niben101Scf02562g00023.1
OG0006063	Mapoly0062s0098.1.p	Niben101Scf03770g01004.1
OG0006064	Mapoly0062s0065.1.p	Niben101Scf01061g06009.1
OG0006065	Mapoly0062s0108.1.p	Niben101Scf04633g01009.1
OG0006066	Mapoly0062s0075.1.p	Niben101Scf03964g04031.1
OG0006067	Mapoly0110s0033.1.p	Niben101Scf01056g02003.1
OG0006068	Mapoly0110s0006.1.p	Niben101Scf00117g02019.1
OG0006069	Mapoly0009s0058.1.p	Niben101Scf00861g07002.1
OG0006070	Mapoly0009s0130.1.p	Niben101Scf01677g04003.1
OG0006071	Mapoly0009s0049.1.p	Niben101Scf02044g00009.1
OG0006072	Mapoly0009s0122.1.p	Niben101Scf02296g00016.1
OG0006073	Mapoly0009s0142.1.p	Niben101Scf05118g04008.1
OG0006074	Mapoly0009s0093.1.p	Niben101Scf04847g03017.1
OG0006075	Mapoly0009s0078.1.p	Niben101Scf05467g02001.1
OG0006076	Mapoly0009s0235.1.p	Niben101Scf01115g00002.1
OG0006077	Mapoly0009s0071.1.p	Niben101Scf06528g04016.1
OG0006078	Mapoly0009s0132.1.p	Niben101Scf03027g01001.1
OG0006079	Mapoly0009s0241.1.p	Niben101Scf11663g00005.1
OG0006080	Mapoly0009s0197.1.p	Niben101Scf03254g04013.1
OG0006081	Mapoly0009s0207.1.p	Niben101Scf03631g01004.1
OG0006082	Mapoly0009s0019.1.p	Niben101Scf00449g01015.1
OG0006083	Mapoly0009s0067.1.p	Niben101Scf04138g00004.1
OG0006084	Mapoly0009s0144.1.p	Niben101Scf01464g00003.1
OG0006085	Mapoly0009s0016.1.p	Niben101Scf09123g02006.1
OG0006086	Mapoly0009s0223.1.p	Niben101Scf07182g04010.1
OG0006087	Mapoly0009s0150.1.p	Niben101Scf02631g01015.1
OG0006088	Mapoly0009s0169.1.p	Niben101Scf00130g01025.1
OG0006089	Mapoly0009s0102.1.p	Niben101Scf00777g03006.1
OG0006090	Mapoly0009s0108.1.p	Niben101Scf00477g00017.1
OG0006091	Mapoly0009s0021.1.p	Niben101Scf00451g03021.1
OG0006092	Mapoly0009s0017.1.p	Niben101Scf01938g01002.1
OG0006093	Mapoly0009s0167.1.p	Niben101Scf00247g00005.1
OG0006094	Mapoly0009s0196.1.p	Niben101Scf08033g01004.1
OG0006095	Mapoly0009s0161.1.p	Niben101Scf00344g00004.1
OG0006096	Mapoly0009s0015.1.p	Niben101Scf13231g03003.1
OG0006097	Mapoly0009s0013.1.p	Niben101Scf00546g00002.1
OG0006098	Mapoly0009s0116.1.p	Niben101Scf10877g00004.1
OG0006099	Mapoly0009s0236.1.p	Niben101Scf04861g00024.1
OG0006100	Mapoly0009s0045.1.p	Niben101Scf05442g01001.1
OG0006101	Mapoly0009s0018.1.p	Niben101Scf07370g02015.1
OG0006102	Mapoly0009s0206.1.p	Niben101Scf00635g05009.1
OG0006103	Mapoly0009s0135.1.p	Niben101Scf00180g10016.1
OG0006104	Mapoly0009s0151.1.p	Niben101Scf01664g03005.1
OG0006105	Mapoly0009s0124.1.p	Niben101Scf00058g02009.1
OG0006106	Mapoly0009s0031.1.p	Niben101Scf01740g05007.1
OG0006107	Mapoly0009s0112.1.p	Niben101Scf20652g00020.1
OG0006108	Mapoly0009s0077.1.p	Niben101Scf00111g04004.1
OG0006109	Mapoly0009s0233.1.p	Niben101Scf01721g08012.1
OG0006110	Mapoly0009s0042.1.p	Niben101Scf06077g05012.1
OG0006111	Mapoly0009s0032.1.p	Niben101Scf05112g02001.1
OG0006112	Mapoly0106s0018.1.p	Niben101Scf02272g02004.1
OG0006113	Mapoly0106s0034.1.p	Niben101Scf00592g00017.1
OG0006114	Mapoly0106s0015.1.p	Niben101Scf00821g12011.1
OG0006115	Mapoly0106s0026.1.p	Niben101Scf03309g08033.1
OG0006116	Mapoly0106s0019.1.p	Niben101Scf06668g00002.1
OG0006117	Mapoly0054s0016.1.p	Niben101Scf04143g01004.1
OG0006118	Mapoly0054s0094.1.p	Niben101Scf15532g01008.1
OG0006119	Mapoly0054s0038.1.p	Niben101Scf04240g00007.1
OG0006120	Mapoly0054s0132.1.p	Niben101Scf07720g00007.1
OG0006121	Mapoly0054s0019.1.p	Niben101Scf02475g09005.1
OG0006122	Mapoly0054s0045.1.p	Niben101Scf02098g02013.1
OG0006123	Mapoly0054s0015.1.p	Niben101Scf08702g00001.1
OG0006124	Mapoly0054s0044.1.p	Niben101Scf01171g06004.1
OG0006125	Mapoly0054s0026.1.p	Niben101Scf00885g16001.1
OG0006126	Mapoly0054s0054.1.p	Niben101Scf04396g03008.1
OG0006127	Mapoly0054s0064.1.p	Niben101Scf10576g03011.1
OG0006128	Mapoly0054s0013.1.p	Niben101Scf08984g04001.1
OG0006129	Mapoly0054s0111.1.p	Niben101Scf01765g03013.1
OG0006130	Mapoly0054s0103.1.p	Niben101Scf11806g00009.1
OG0006131	Mapoly0054s0113.1.p	Niben101Ctg15784g00002.1
OG0006132	Mapoly0054s0037.1.p	Niben101Scf03018g21004.1
OG0006133	Mapoly0054s0001.1.p	Niben101Scf11535g01025.1
OG0006134	Mapoly0054s0024.1.p	Niben101Scf01543g01002.1
OG0006135	Mapoly0054s0004.1.p	Niben101Scf05896g00001.1
OG0006136	Mapoly0054s0056.1.p	Niben101Scf04643g02013.1
OG0006137	Mapoly0054s0116.1.p	Niben101Scf04276g01012.1
OG0006138	Mapoly0054s0002.1.p	Niben101Scf01970g01011.1
OG0006139	Mapoly0012s0149.1.p	Niben101Scf01124g17006.1
OG0006140	Mapoly0012s0161.1.p	Niben101Scf16451g00005.1
OG0006141	Mapoly0012s0164.1.p	Niben101Scf08653g07016.1
OG0006142	Mapoly0012s0053.1.p	Niben101Scf04184g02003.1
OG0006143	Mapoly0012s0108.1.p	Niben101Scf06517g00010.1
OG0006144	Mapoly0012s0037.1.p	Niben101Scf10158g01035.1
OG0006145	Mapoly0012s0013.1.p	Niben101Scf03062g05008.1
OG0006146	Mapoly0012s0036.1.p	Niben101Scf02319g06009.1
OG0006147	Mapoly0012s0100.1.p	Niben101Scf01506g03005.1
OG0006148	Mapoly0012s0095.1.p	Niben101Scf07944g05002.1
OG0006149	Mapoly0012s0121.1.p	Niben101Scf02790g01008.1
OG0006150	Mapoly0012s0210.1.p	Niben101Scf05955g02011.1
OG0006151	Mapoly0012s0175.1.p	Niben101Scf10910g00006.1
OG0006152	Mapoly0012s0010.1.p	Niben101Scf15153g02001.1
OG0006153	Mapoly0012s0127.1.p	Niben101Scf01697g00004.1
OG0006154	Mapoly0012s0165.1.p	Niben101Scf01005g00001.1
OG0006155	Mapoly0012s0107.1.p	Niben101Scf02107g01005.1
OG0006156	Mapoly0012s0124.1.p	Niben101Scf20935g00014.1
OG0006157	Mapoly0012s0079.1.p	Niben101Scf02346g01001.1
OG0006158	Mapoly0012s0104.1.p	Niben101Scf20389g00007.1
OG0006159	Mapoly0012s0190.1.p	Niben101Scf02425g04005.1
OG0006160	Mapoly0012s0135.1.p	Niben101Scf06087g06004.1
OG0006161	Mapoly0012s0174.1.p	Niben101Scf03280g01016.1
OG0006162	Mapoly0012s0199.1.p	Niben101Scf02873g01010.1
OG0006163	Mapoly0012s0145.1.p	Niben101Scf00725g00007.1
OG0006164	Mapoly0012s0171.1.p	Niben101Scf06423g01002.1
OG0006165	Mapoly0012s0176.1.p	Niben101Scf01304g13002.1
OG0006166	Mapoly0011s0009.1.p	Niben101Scf07639g03012.1
OG0006167	Mapoly0011s0125.1.p	Niben101Scf12868g00008.1
OG0006168	Mapoly0011s0147.1.p	Niben101Scf05047g03009.1
OG0006169	Mapoly0011s0154.1.p	Niben101Scf17973g00013.1
OG0006170	Mapoly0011s0201.1.p	Niben101Scf06545g03015.1
OG0006171	Mapoly0011s0056.1.p	Niben101Scf08721g01033.1
OG0006172	Mapoly0011s0172.1.p	Niben101Scf06966g02010.1
OG0006173	Mapoly0011s0186.1.p	Niben101Scf01773g06004.1
OG0006174	Mapoly0011s0200.1.p	Niben101Scf11480g03028.1
OG0006175	Mapoly0011s0194.1.p	Niben101Scf13571g03004.1
OG0006176	Mapoly0011s0190.1.p	Niben101Scf05025g06014.1
OG0006177	Mapoly0011s0131.1.p	Niben101Scf02052g00015.1
OG0006178	Mapoly0011s0076.1.p	Niben101Scf02459g00024.1
OG0006179	Mapoly0011s0173.1.p	Niben101Scf01577g01018.1
OG0006180	Mapoly0011s0052.1.p	Niben101Scf00786g01009.1
OG0006181	Mapoly0011s0080.1.p	Niben101Scf01681g10001.1
OG0006182	Mapoly0011s0137.1.p	Niben101Scf00160g10002.1
OG0006183	Mapoly0011s0006.1.p	Niben101Scf17552g00003.1
OG0006184	Mapoly0011s0178.1.p	Niben101Scf33803g00005.1
OG0006185	Mapoly0011s0044.1.p	Niben101Scf02164g05013.1
OG0006186	Mapoly0011s0164.1.p	Niben101Scf03561g01025.1
OG0006187	Mapoly0011s0129.1.p	Niben101Scf08206g01021.1
OG0006188	Mapoly0011s0213.1.p	Niben101Scf04096g07008.1
OG0006189	Mapoly0011s0199.1.p	Niben101Scf05159g02001.1
OG0006190	Mapoly0011s0143.1.p	Niben101Scf00283g04008.1
OG0006191	Mapoly0011s0005.1.p	Niben101Scf11960g01001.1
OG0006192	Mapoly0011s0112.1.p	Niben101Scf04195g01006.1
OG0006193	Mapoly0011s0010.1.p	Niben101Scf05621g05005.1
OG0006194	Mapoly0028s0046.1.p	Niben101Scf06976g00014.1
OG0006195	Mapoly0028s0068.1.p	Niben101Scf09596g01005.1
OG0006196	Mapoly0028s0136.1.p	Niben101Scf02502g11005.1
OG0006197	Mapoly0028s0022.1.p	Niben101Scf00551g01027.1
OG0006198	Mapoly0028s0130.1.p	Niben101Scf05100g01012.1
OG0006199	Mapoly0028s0072.1.p	Niben101Scf03277g02009.1
OG0006200	Mapoly0028s0122.1.p	Niben101Scf05078g03006.1
OG0006201	Mapoly0028s0103.1.p	Niben101Scf04765g00004.1
OG0006202	Mapoly0028s0097.1.p	Niben101Scf03944g02014.1
OG0006203	Mapoly0028s0140.1.p	Niben101Scf07414g02008.1
OG0006204	Mapoly0028s0013.1.p	Niben101Scf00536g05019.1
OG0006205	Mapoly0028s0066.1.p	Niben101Scf02242g01006.1
OG0006206	Mapoly0028s0040.1.p	Niben101Scf00474g07001.1
